id,text,tag
023.jpg,PACIFIC,O
023.jpg,COAST,O
023.jpg,DIST,O
023.jpg,  ,O
023.jpg,   ,O
023.jpg,  ,O
023.jpg,      ,O
023.jpg,  ,O
023.jpg, ,O
023.jpg, ,O
023.jpg,STR#:,O
023.jpg,SHIP,O
023.jpg,TO,O
023.jpg,4387,O
023.jpg,Name,O
023.jpg,DON,B-CUST_NAME
023.jpg,FRANK,I-CUST_NAME
023.jpg,CO,I-CUST_NAME
023.jpg,15550,B-ADDRESS
023.jpg,SE,I-ADDRESS
023.jpg,PIAZZA,I-ADDRESS
023.jpg,AVE,I-ADDRESS
023.jpg,Carrier,O
023.jpg,Name..:,O
023.jpg,PRO#F:,O
023.jpg, ,O
023.jpg, ,O
023.jpg, ,O
023.jpg, ,O
023.jpg, ,O
023.jpg,  ,O
023.jpg,CLACKAMAS,O
023.jpg,BILL,O
023.jpg,FREIGHT,O
023.jpg,TO:,O
023.jpg,Name,O
023.jpg,FLOORS,O
023.jpg,~COMMERCIAL,O
023.jpg,Address.......,O
023.jpg,PO,O
023.jpg,BOX,O
023.jpg,2207,O
023.jpg,"DALTON,",O
023.jpg,GA,O
023.jpg,30722,O
023.jpg,  ,O
023.jpg, ,O
023.jpg,  ,O
023.jpg,  ,O
023.jpg,  ,O
023.jpg,    ,O
023.jpg,     ,O
023.jpg,   ,O
023.jpg,   ,O
023.jpg,     ,O
023.jpg,  ,O
023.jpg, ,O
023.jpg, ,O
023.jpg, ,O
023.jpg,Freight,O
023.jpg,Charge,O
023.jpg,Terms,O
023.jpg,Prepaid,O
023.jpg,x,O
023.jpg,Collect,O
023.jpg,Third,O
023.jpg,Party,O
023.jpg,Special,O
023.jpg,Instructions:,O
023.jpg,Master,O
023.jpg,bill,O
023.jpg,of,O
023.jpg,lading:,O
023.jpg,with,O
023.jpg,attached,O
023.jpg,[,O
023.jpg,],O
023.jpg,Underlying,O
023.jpg,bills,O
023.jpg,of,O
023.jpg,lading,O
023.jpg,CUSTOMER,O
023.jpg,ORDER,O
023.jpg,INFORMATION,O
023.jpg,WEIGHT,O
023.jpg,/PALLET/SLIP,O
023.jpg,ADDITIONAL,O
023.jpg,SHIPPER,O
023.jpg,INFO,O
023.jpg,CUSTOMER,O
023.jpg,ORDER,O
023.jpg,#,O
023.jpg,PKGS,O
023.jpg, ,O
023.jpg,   ,O
023.jpg, ,O
023.jpg,  ,O
023.jpg,   ,O
023.jpg,   ,O
023.jpg,    ,O
023.jpg,997630,O
023.jpg,ao,O
023.jpg,8355,O
023.jpg,|,O
023.jpg,¥,O
023.jpg,|,O
023.jpg,pO,O
023.jpg,Po,O
023.jpg,ped,O
023.jpg,pO,O
023.jpg,po,O
023.jpg,TE,O
023.jpg,Dd,O
023.jpg,pO,O
023.jpg,po,O
023.jpg,|,O
023.jpg,170,O
023.jpg,|,O
023.jpg,OOOO,O
023.jpg,LTL,O
023.jpg,ONLY,O
023.jpg,we,O
023.jpg,COMMODITY,O
023.jpg,DESCRIPTION,O
023.jpg,NMFC#,O
023.jpg,CLASS,O
023.jpg,|,O
023.jpg,|,O
023.jpg,i,O
023.jpg,[Cartn,O
023.jpg,|,O
023.jpg,374,O
023.jpg,04620-6,O
023.jpg,65,O
023.jpg,1,O
023.jpg,CARPET,O
023.jpg,TILE,O
023.jpg,70670,O
023.jpg,70,O
023.jpg,PO,O
023.jpg,[|,O
023.jpg,|,O
023.jpg,|,O
023.jpg,SST,O
023.jpg,PACKING,O
023.jpg,LIST,O
023.jpg,ENVELOPE,O
023.jpg,GRAND,O
023.jpg,TOTAL,O
023.jpg,   ,O
023.jpg,    ,O
023.jpg,  ,O
023.jpg, ,O
023.jpg, ,O
023.jpg, ,O
023.jpg,  ,O
023.jpg,Carrier,O
023.jpg,Convenience,O
023.jpg,CHRIS,O
023.jpg,503-235-5447,O
023.jpg,  ,O
023.jpg,    ,O
023.jpg,  ,O
023.jpg, ,O
023.jpg, ,O
023.jpg,  ,O
023.jpg,  ,O
023.jpg, ,O
023.jpg,   ,O
023.jpg,  ,O
023.jpg, ,O
023.jpg,  ,O
023.jpg, ,O
023.jpg,CARRIER,O
023.jpg,SIGNATURE,O
023.jpg,SHIPPER,O
023.jpg,SIGNATURE,O
023.jpg,/,O
023.jpg,DATE,O
023.jpg,PICKUP,O
023.jpg,DATE,O
023.jpg,Trailer,O
023.jpg,Loaded,O
023.jpg,Freight,O
023.jpg,Counted,O
023.jpg,By,O
023.jpg,Shipper,O
023.jpg,By,O
023.jpg,Shipper,O
023.jpg,|_|,O
023.jpg,By,O
023.jpg,Driver,O
023.jpg,By,O
023.jpg,Driver/Palfets,O
023.jpg,||,O
023.jpg,By,O
023.jpg,Driver/Pieces,O
023.jpg,  ,O
023.jpg, ,O
023.jpg, ,O
023.jpg, ,O
023.jpg, ,O
023.jpg, ,O
023.jpg,  ,O
023.jpg,01/02/2020,O
023.jpg,01/02/2020,O
023.jpg, ,O
023.jpg, ,O
018.jpg,  ,O
018.jpg,B/L,B-INVOICE_NO
018.jpg,#:,I-INVOICE_NO
018.jpg,1402903,I-INVOICE_NO
018.jpg,PRO#:,O
018.jpg,1402903,O
018.jpg,TRLRA:,O
018.jpg,=,O
018.jpg,535),O
018.jpg,DATE:,B-DATE
018.jpg,12/29/2019,I-DATE
018.jpg,TIME:,O
018.jpg,12:51:38,O
018.jpg, ,O
018.jpg,VANNINGTON.,O
018.jpg,Mannington,B-COMPANY_NAME
018.jpg,Mills,I-COMPANY_NAME
018.jpg,Inc.,I-COMPANY_NAME
018.jpg,100,B-ADDRESS
018.jpg,Marine,I-ADDRESS
018.jpg,Dr,I-ADDRESS
018.jpg,CALHOUN,I-ADDRESS
018.jpg,GA,I-ADDRESS
018.jpg,30701,I-ADDRESS
018.jpg,   ,O
018.jpg, ,O
018.jpg,  ,O
018.jpg,   ,O
018.jpg, ,O
018.jpg, ,O
018.jpg,  ,O
018.jpg,   ,O
018.jpg,  ,O
018.jpg,    ,O
018.jpg,  ,O
018.jpg,SHIP,O
018.jpg,TO:,O
018.jpg,G,B-CUST_NAME
018.jpg,W,I-CUST_NAME
018.jpg,PAULSON,I-CUST_NAME
018.jpg,COMPANY,I-CUST_NAME
018.jpg,    ,O
018.jpg, ,O
018.jpg,SOLD,O
018.jpg,TO:,O
018.jpg,G,O
018.jpg,W,O
018.jpg,PAULSON,O
018.jpg,COMPANY,O
018.jpg,   ,O
018.jpg,   ,O
018.jpg,    ,O
018.jpg,   ,O
018.jpg,      ,O
018.jpg,   ,O
018.jpg,P.O.,O
018.jpg,Box,O
018.jpg,23429,O
018.jpg,4805,O
018.jpg,N.,O
018.jpg,BASIN,O
018.jpg,AVE.,O
018.jpg,Ponland,O
018.jpg,OR,O
018.jpg,97281-3429,O
018.jpg,USA,O
018.jpg,charges.,O
018.jpg,  ,O
018.jpg,  ,O
018.jpg,   ,O
018.jpg, ,O
018.jpg, ,O
018.jpg,PORTLAND,O
018.jpg,OR,O
018.jpg,97217,O
018.jpg,USA,O
018.jpg,  ,O
018.jpg,  ,O
018.jpg,503-620-7080,O
018.jpg,ENCOTERMS:,O
018.jpg,Collect,O
018.jpg,PLANT,O
018.jpg,CONTACT:,O
018.jpg,G,O
018.jpg,W,O
018.jpg,PAULSON,O
018.jpg,COMPANY,O
018.jpg,503-620-7080,O
018.jpg,     ,O
018.jpg, ,O
018.jpg,      ,O
018.jpg, ,O
018.jpg, ,O
018.jpg,CARRIER:,O
018.jpg,DEDICATED,O
018.jpg,LLC,O
018.jpg,FINAL,O
018.jpg,MILE,O
018.jpg,CARRIER:,O
018.jpg,NORTH,O
018.jpg,GEORGIA,O
018.jpg,DIST,O
018.jpg,&,O
018.jpg,LOGIS,O
018.jpg,  ,O
018.jpg,   ,O
018.jpg,  ,O
018.jpg, ,O
018.jpg, ,O
018.jpg, ,O
018.jpg, ,O
018.jpg,STYLE,O
018.jpg,WIDTH,O
018.jpg,COLOR,O
018.jpg,BACK,O
018.jpg,QLTY,O
018.jpg,BATCH,O
018.jpg,MATERIAL,O
018.jpg,DYELOT,O
018.jpg,STYLE,O
018.jpg,DESCRIPTION,O
018.jpg,NMFC,O
018.jpg,CLASS,O
018.jpg,ORDER,O
018.jpg,#,O
018.jpg,PO#,O
018.jpg,PALLET,O
018.jpg,  ,O
018.jpg,     ,O
018.jpg, ,O
018.jpg,CONFLUENCE,O
018.jpg,70670,O
018.jpg,70,O
018.jpg,4012880,O
018.jpg,CG900330-1,O
018.jpg,TOTALS.....:,O
018.jpg,952.27,O
018.jpg,LBS,O
018.jpg,113.5,O
018.jpg,YD2,O
018.jpg,1021.5,O
018.jpg,FT2,O
018.jpg,   ,O
018.jpg, ,O
018.jpg,    ,O
018.jpg,NOTE:,O
018.jpg,EVERGREEN,O
018.jpg,MIDDLE,O
018.jpg,SCHOOL,O
018.jpg,  ,O
018.jpg, ,O
018.jpg, ,O
018.jpg, ,O
018.jpg, ,O
018.jpg,LINE,O
018.jpg,ITEMS,O
018.jpg,TOTAL,O
018.jpg,LBS,O
018.jpg,TOTAL,O
018.jpg,YD2,O
018.jpg,TOTAL,O
018.jpg,FT2,O
018.jpg,6,O
018.jpg,"§,341.91",O
018.jpg,580.8,O
018.jpg,5227.2,O
018.jpg,Paliet,O
018.jpg,580.8,O
018.jpg,Foil,O
018.jpg,0,O
018.jpg,Sundry,O
018.jpg,475,O
018.jpg,    ,O
018.jpg, ,O
018.jpg,       ,O
018.jpg,   ,O
018.jpg,This,O
018.jpg,is,O
018.jpg,to,O
018.jpg,certify,O
018.jpg,that,O
018.jpg,(he,O
018.jpg,above,O
018.jpg,named,O
018.jpg,articles,O
018.jpg,are,O
018.jpg,properly,O
018.jpg,classified.,O
018.jpg,"described,",O
018.jpg,packaged.,O
018.jpg,marked,O
018.jpg,and,O
018.jpg,labeled,O
018.jpg,and,O
018.jpg,are,O
018.jpg,in,O
018.jpg,of,O
018.jpg,Transportation.,O
018.jpg,The,O
018.jpg,fibre,O
018.jpg,boxes,O
018.jpg,used,O
018.jpg,for,O
018.jpg,this,O
018.jpg,shipment,O
018.jpg,conform,O
018.jpg,to,O
018.jpg,the,O
018.jpg,specifi,O
018.jpg, ,O
018.jpg, ,O
018.jpg,SHIPPER:,O
018.jpg,AGENT/CONSIGNEE:,O
018.jpg,DATE:,O
018.jpg,"RECEIVED,",O
018.jpg,subject,O
018.jpg,to,O
018.jpg,the,O
018.jpg,classification,O
018.jpg,and,O
018.jpg,filed,O
018.jpg,tariffs,O
018.jpg,in,O
018.jpg,effect,O
018.jpg,on,O
018.jpg,the,O
018.jpg,date,O
018.jpg,of,O
018.jpg,the,O
018.jpg,issue,O
018.jpg,of,O
018.jpg,this,O
018.jpg,Bill,O
018.jpg,of,O
018.jpg,Ladi,O
018.jpg,   ,O
018.jpg, ,O
018.jpg,   ,O
018.jpg,property,O
018.jpg,under,O
018.jpg,the,O
018.jpg,contract),O
018.jpg,agrees,O
018.jpg,to,O
018.jpg,carry,O
018.jpg,to,O
018.jpg,its,O
018.jpg,usual,O
018.jpg,place,O
018.jpg,of,O
018.jpg,delivery,O
018.jpg,at,O
018.jpg,said,O
018.jpg,"destination,",O
018.jpg,if,O
018.jpg,on,O
018.jpg,its,O
018.jpg,roule.,O
018.jpg,otherwise,O
018.jpg,1,O
018.jpg, ,O
018.jpg,    ,O
018.jpg,   ,O
018.jpg,   ,O
018.jpg,  ,O
018.jpg,assigns.,O
018.jpg,  ,O
018.jpg,“If,O
018.jpg,the,O
018.jpg,shipment,O
018.jpg,moves,O
018.jpg,between,O
018.jpg,two,O
018.jpg,ports,O
018.jpg,by,O
018.jpg,    ,O
018.jpg, ,O
018.jpg,  ,O
018.jpg,Commission.,O
018.jpg,   ,O
018.jpg,{Signature,O
018.jpg,of,O
018.jpg,Consignor},O
018.jpg,TRAFFIC,O
018.jpg,MANAGER,O
018.jpg,HANDLING,O
018.jpg,UNIT,O
018.jpg,CUST,O
018.jpg,MAT,O
018.jpg,NO,O
018.jpg,Page,O
018.jpg,20f,O
018.jpg,2,O
018.jpg, ,O
018.jpg,Subject,O
018.jpg,to,O
018.jpg,Section,O
018.jpg,7,O
018.jpg,of,O
018.jpg,conditions,O
018.jpg,of,O
018.jpg,applicable,O
018.jpg,bill,O
018.jpg,of,O
018.jpg,iading.,O
018.jpg,if,O
018.jpg,this,O
018.jpg,shipment,O
018.jpg,is,O
018.jpg,to,O
018.jpg,be,O
018.jpg,delivered,O
018.jpg,10,O
018.jpg,the,O
018.jpg,consignee,O
018.jpg,without,O
018.jpg,resource,O
018.jpg,on,O
018.jpg,the,O
018.jpg,"consignor,",O
018.jpg,the,O
018.jpg,consignor.,O
018.jpg,shail,O
018.jpg,sign,O
018.jpg,the,O
018.jpg,following,O
018.jpg,statement.,O
018.jpg,The,O
018.jpg,carrier,O
018.jpg,shail,O
018.jpg,nol,O
018.jpg,make,O
018.jpg,delivery,O
018.jpg,of,O
018.jpg,this,O
018.jpg,shipment,O
018.jpg,without,O
018.jpg,payment,O
018.jpg,of,O
018.jpg,freight,O
018.jpg,and,O
018.jpg,all,O
018.jpg,other,O
018.jpg,lawful,O
018.jpg, ,O
018.jpg,  ,O
018.jpg,   ,O
018.jpg, ,O
018.jpg,   ,O
018.jpg, ,O
018.jpg,   ,O
018.jpg,   ,O
018.jpg, ,O
018.jpg, ,O
018.jpg, ,O
018.jpg,     ,O
018.jpg,  ,O
018.jpg, ,O
018.jpg, ,O
018.jpg,  ,O
018.jpg,proper,O
018.jpg,condition,O
018.jpg,for,O
018.jpg,"transportation,",O
018.jpg,according,O
018.jpg,(o,O
018.jpg,the,O
018.jpg,appiicable,O
018.jpg,regulation,O
018.jpg,ofthe,O
018.jpg,Department,O
018.jpg,cations,O
018.jpg,sei,O
018.jpg,forth,O
018.jpg,in,O
018.jpg,the,O
018.jpg,box,O
018.jpg,maker’scertificate,O
018.jpg,"thereon,",O
018.jpg,and,O
018.jpg,all,O
018.jpg,other,O
018.jpg,requirementsof,O
018.jpg,Ihe,O
018.jpg,Consolidated,O
018.jpg,Freight,O
018.jpg,Classifications.,O
018.jpg,   ,O
018.jpg, ,O
018.jpg,ng.,O
018.jpg,the,O
018.jpg,property,O
018.jpg,"described,",O
018.jpg,in,O
018.jpg,apparent,O
018.jpg,good,O
018.jpg,order.,O
018.jpg,€xceplas,O
018.jpg,noted,O
018.jpg,(contents,O
018.jpg,and,O
018.jpg,condition,O
018.jpg,of,O
018.jpg,contents,O
018.jpg,of,O
018.jpg,packages,O
018.jpg,"unknown),",O
018.jpg,"marked,",O
018.jpg,consigned,O
018.jpg,and,O
018.jpg,destined,O
018.jpg,as,O
018.jpg,"indicated,",O
018.jpg,which,O
018.jpg,said,O
018.jpg,carrier,O
018.jpg,(the,O
018.jpg,word,O
018.jpg,carrier,O
018.jpg,being,O
018.jpg,understood,O
018.jpg,throughout,O
018.jpg,this,O
018.jpg,contract,O
018.jpg,as,O
018.jpg,meaning,O
018.jpg,any,O
018.jpg,person,O
018.jpg,or,O
018.jpg,corporation,O
018.jpg,in,O
018.jpg,possession,O
018.jpg,of,O
018.jpg,the,O
018.jpg,0,O
018.jpg,deliver,O
018.jpg,to,O
018.jpg,another,O
018.jpg,carrier,O
018.jpg,on,O
018.jpg,the,O
018.jpg,route,O
018.jpg,to,O
018.jpg,said,O
018.jpg,destination.,O
018.jpg,It,O
018.jpg,is,O
018.jpg,mutually,O
018.jpg,agreed,O
018.jpg,as,O
018.jpg,to,O
018.jpg,each,O
018.jpg,carrier,O
018.jpg,ofall,O
018.jpg,of,O
018.jpg,any,O
018.jpg,of,O
018.jpg,said,O
018.jpg,property,O
018.jpg,over,O
018.jpg,all,O
018.jpg,of,O
018.jpg,any,O
018.jpg,portion,O
018.jpg,of,O
018.jpg,said,O
018.jpg,route,O
018.jpg,to,O
018.jpg,destination.,O
018.jpg,and,O
018.jpg,as,O
018.jpg,each,O
018.jpg,party,O
018.jpg,at,O
018.jpg,any,O
018.jpg,time,O
018.jpg,interested,O
018.jpg,in,O
018.jpg,al,O
018.jpg,or,O
018.jpg,any,O
018.jpg,of,O
018.jpg,said,O
018.jpg,property.,O
018.jpg,that,O
018.jpg,every,O
018.jpg,service,O
018.jpg,to,O
018.jpg,be,O
018.jpg,performed,O
018.jpg,over,O
018.jpg,all,O
018.jpg,or,O
018.jpg,any,O
018.jpg,portion,O
018.jpg,shail,O
018.jpg,be,O
018.jpg,subject,O
018.jpg,to,O
018.jpg,all,O
018.jpg,the,O
018.jpg,terms,O
018.jpg,and,O
018.jpg,conditions,O
018.jpg,of,O
018.jpg,the,O
018.jpg,Uniform,O
018.jpg,Domestic,O
018.jpg,Straight,O
018.jpg,Bill,O
018.jpg,of,O
018.jpg,Lading,O
018.jpg,set,O
018.jpg,forth,O
018.jpg,(1),O
018.jpg,in,O
018.jpg,uniform,O
018.jpg,Freight,O
018.jpg,Classification,O
018.jpg,in,O
018.jpg,effect,O
018.jpg,on,O
018.jpg,the,O
018.jpg,date,O
018.jpg,"hereof,",O
018.jpg,if,O
018.jpg,this,O
018.jpg,is,O
018.jpg,a,O
018.jpg,rail,O
018.jpg,or,O
018.jpg,rail-water,O
018.jpg,shipment,O
018.jpg,or,O
018.jpg,(2),O
018.jpg,in,O
018.jpg,the,O
018.jpg,applicable,O
018.jpg,motor,O
018.jpg,carrier,O
018.jpg,classification,O
018.jpg,or,O
018.jpg,tariff,O
018.jpg,if,O
018.jpg,this,O
018.jpg,is,O
018.jpg,a,O
018.jpg,motor,O
018.jpg,carrier,O
018.jpg,shipment.,O
018.jpg,Shipper,O
018.jpg,hereby,O
018.jpg,certifies,O
018.jpg,he/she,O
018.jpg,is,O
018.jpg,familiar,O
018.jpg,with,O
018.jpg,all,O
018.jpg,the,O
018.jpg,terms,O
018.jpg,and,O
018.jpg,condition,O
018.jpg,of,O
018.jpg,the,O
018.jpg,said,O
018.jpg,bill,O
018.jpg,of,O
018.jpg,including,O
018.jpg,those,O
018.jpg,on,O
018.jpg,the,O
018.jpg,back,O
018.jpg,"thereof,",O
018.jpg,set,O
018.jpg,forth,O
018.jpg,in,O
018.jpg,the,O
018.jpg,classification,O
018.jpg,or,O
018.jpg,tariff,O
018.jpg,which,O
018.jpg,governs,O
018.jpg,the,O
018.jpg,transportation,O
018.jpg,of,O
018.jpg,this,O
018.jpg,"shipment,",O
018.jpg,and,O
018.jpg,the,O
018.jpg,said,O
018.jpg,terms,O
018.jpg,and,O
018.jpg,conditions,O
018.jpg,are,O
018.jpg,hereby,O
018.jpg,agreed,O
018.jpg,to,O
018.jpg,by,O
018.jpg,the,O
018.jpg,shipper,O
018.jpg,and,O
018.jpg,accepied,O
018.jpg,for,O
018.jpg,himself/herself,O
018.jpg,and,O
018.jpg,his/her,O
018.jpg,a,O
018.jpg,carrier,O
018.jpg,by,O
018.jpg,"water,",O
018.jpg,the,O
018.jpg,law,O
018.jpg,requires,O
018.jpg,that,O
018.jpg,the,O
018.jpg,bill,O
018.jpg,of,O
018.jpg,lading,O
018.jpg,shall,O
018.jpg,state,O
018.jpg,whether,O
018.jpg,it,O
018.jpg,is,O
018.jpg,orshipper’s,O
018.jpg,weight.”,O
018.jpg,Note:,O
018.jpg,Where,O
018.jpg,the,O
018.jpg,rate,O
018.jpg,is,O
018.jpg,dependent,O
018.jpg,on,O
018.jpg,"value,",O
018.jpg,shippers,O
018.jpg,are,O
018.jpg,required,O
018.jpg,to,O
018.jpg,stale,O
018.jpg,specifically,O
018.jpg,in,O
018.jpg,"writing,",O
018.jpg,the,O
018.jpg,agreed,O
018.jpg,or,O
018.jpg,declared,O
018.jpg,value,O
018.jpg,of,O
018.jpg,the,O
018.jpg,propery.,O
018.jpg,The,O
018.jpg,agreed,O
018.jpg,or,O
018.jpg,declared,O
018.jpg,value,O
018.jpg,of,O
018.jpg,the,O
018.jpg,property,O
018.jpg,is,O
018.jpg,hereby,O
018.jpg,specifically,O
018.jpg,stared,O
018.jpg,by,O
018.jpg,the,O
018.jpg,shipper,O
018.jpg,to,O
018.jpg,be,O
018.jpg,not,O
018.jpg,exceeding,O
018.jpg,125,O
018.jpg,**This,O
018.jpg,is,O
018.jpg,so,O
018.jpg,cenify,O
018.jpg,thal,O
018.jpg,the,O
018.jpg,above,O
018.jpg,articles,O
018.jpg,are,O
018.jpg,properly,O
018.jpg,described,O
018.jpg,by,O
018.jpg,name,O
018.jpg,and,O
018.jpg,are,O
018.jpg,packed,O
018.jpg,and,O
018.jpg,marked,O
018.jpg,and,O
018.jpg,are,O
018.jpg,in,O
018.jpg,proper,O
018.jpg,condition,O
018.jpg,according,O
018.jpg,to,O
018.jpg,the,O
018.jpg,prescribed,O
018.jpg,by,O
018.jpg,the,O
018.jpg,Interstate,O
018.jpg,Commerce,O
018.jpg, ,O
018.jpg, ,O
018.jpg,    ,O
018.jpg, ,O
038.jpg,FLOORS,B-COMPANY_NAME
038.jpg,LLC,I-COMPANY_NAME
038.jpg,3829,B-ADDRESS
038.jpg,DUG,I-ADDRESS
038.jpg,GAP,I-ADDRESS
038.jpg,RD,I-ADDRESS
038.jpg,S,I-ADDRESS
038.jpg,PO,O
038.jpg,BOX,O
038.jpg,2207,O
038.jpg,"DALTON,",O
038.jpg,GA,O
038.jpg,30720,O
038.jpg,COMPTON,O
038.jpg,FLOORING,O
038.jpg,INC,O
038.jpg,DBA/FLOORS,O
038.jpg,WITH,O
038.jpg,FLAIR,O
038.jpg,2820,O
038.jpg,SE,O
038.jpg,58TH,O
038.jpg,CT,O
038.jpg,STE,O
038.jpg,200,O
038.jpg,HILLSBORO,O
038.jpg,ZONE,O
038.jpg,-,O
038.jpg,PACIFIC,O
038.jpg,COAST,O
038.jpg,DIST,O
038.jpg,OR,O
038.jpg,97123,O
038.jpg,Load,O
038.jpg,List,O
038.jpg,DATE:,B-DATE
038.jpg,12/31/19,I-DATE
038.jpg,Load,O
038.jpg,Number,O
038.jpg,93830,O
038.jpg,CUST:,O
038.jpg,104138,O
038.jpg,BOL#:,B-INVOICE_NO
038.jpg,7356995,I-INVOICE_NO
038.jpg,COMPTON,B-CUST_NAME
038.jpg,FLOORING,I-CUST_NAME
038.jpg,INC,I-CUST_NAME
038.jpg,DBA/FLOORS,O
038.jpg,WITH,O
038.jpg,FLAIR,O
038.jpg,2820,O
038.jpg,SE,O
038.jpg,58TH,O
038.jpg,CT,O
038.jpg,STE,O
038.jpg,200,O
038.jpg,OR,O
038.jpg,97123,O
038.jpg,Phone:,B-PHONE
038.jpg,503-356-6771,I-PHONE
038.jpg,HILLSBORO,O
038.jpg,Trailer,O
038.jpg,#:,O
038.jpg,NA,O
038.jpg,P.O.#,O
038.jpg,CG901503,O
038.jpg,7222519,O
038.jpg,-UNITS-,O
038.jpg,--ITEM--,O
038.jpg,STYLE,O
038.jpg,COLOR,O
038.jpg,NUMBER,O
038.jpg,LINE,O
038.jpg,-NUMBER-,O
038.jpg,CODE,O
038.jpg,CODE,O
038.jpg,ool,O
038.jpg,72585175,O
038.jpg,2958,O
038.jpg,-,O
038.jpg,-WEIGHT-,O
038.jpg,-,O
038.jpg,323,O
038.jpg,UNIT,O
038.jpg,WEIGHT,O
038.jpg,-DYE,O
038.jpg,LOT#-,O
038.jpg,WIDTH,O
038.jpg,LENGTH,O
038.jpg,SQ,O
038.jpg,YARDS,O
038.jpg,349681,O
038.jpg,12,O
038.jpg,49,O
038.jpg,65.33,O
038.jpg,i,O
038.jpg,323,O
038.jpg,SDMRK:,O
038.jpg,~SO,O
038.jpg,YARDS-,O
038.jpg,65.33,O
021.jpg,PHENIX,B-COMPANY_NAME
021.jpg,FLOORING,I-COMPANY_NAME
021.jpg,999,B-ADDRESS
021.jpg,ENTERPRISE,I-ADDRESS
021.jpg,DR,I-ADDRESS
021.jpg,"DALTON,",I-ADDRESS
021.jpg,GA,I-ADDRESS
021.jpg,30721,O
021.jpg,KDL,B-CUST_NAME
021.jpg,INVESTMENT,I-CUST_NAME
021.jpg,"CO,",I-CUST_NAME
021.jpg,INC,I-CUST_NAME
021.jpg,PO,O
021.jpg,BOX,O
021.jpg,10030,O
021.jpg,DBA,O
021.jpg,IMPERIAL,O
021.jpg,FLOORING,O
021.jpg,AMERICA,O
021.jpg,OR,O
021.jpg,97440,O
021.jpg,NORTH,O
021.jpg,GA,O
021.jpg,DIST,O
021.jpg,AND,O
021.jpg,LOGISTICS,O
021.jpg,ORDER,O
021.jpg,--ROLL--,O
021.jpg,STYLE,O
021.jpg,NUMBER,O
021.jpg,LINE,O
021.jpg,-NUMBER-,O
021.jpg,CODE,O
021.jpg,P.O.#,O
021.jpg,C6351-13,O
021.jpg,2551974,O
021.jpg,1,O
021.jpg,324900B,O
021.jpg,“ST135,O
021.jpg,URBAN,O
021.jpg,OASIS-CARRIAGE,O
021.jpg,DRIVE,O
021.jpg,2551974,O
021.jpg,2,O
021.jpg,334896B,O
021.jpg,“ST134,O
021.jpg,CITY,O
021.jpg,PARK-CARRIAGE,O
021.jpg,DRIVE,O
021.jpg,-UNITS,O
021.jpg,-,O
021.jpg,-,O
021.jpg,~WEIGHT--,O
021.jpg,2,O
021.jpg,464.8,O
021.jpg,Load,O
021.jpg,List,O
021.jpg,DATE:,B-DATE
021.jpg,1/02/20,I-DATE
021.jpg,Load,O
021.jpg,Number,O
021.jpg,78167,O
021.jpg,CUST:,O
021.jpg,103496,O
021.jpg,KDL,O
021.jpg,INVESTMENT,O
021.jpg,"CO,",O
021.jpg,INC,O
021.jpg,355,O
021.jpg,LINCOLN,O
021.jpg,ST,O
021.jpg,DBA,O
021.jpg,IMPERIAL,O
021.jpg,FLOORS,O
021.jpg,Phone,O
021.jpg,Number,O
021.jpg,EUGENE,O
021.jpg,OR,O
021.jpg,97401,O
021.jpg,541,O
021.jpg,342-5031,O
021.jpg,Trailer,O
021.jpg,#:,O
021.jpg,1756290,O
021.jpg,COLOR,O
021.jpg,CODE,O
021.jpg,-DYE,O
021.jpg,LOT#-,O
021.jpg,WIDTH,O
021.jpg,LENGTH,O
021.jpg,UNIT,O
021.jpg,WEIGHT,O
021.jpg,15,O
021.jpg,B51810,O
021.jpg,12,O
021.jpg,34,O
021.jpg,1,O
021.jpg,274.1,O
021.jpg,SIDEMARK:,O
021.jpg,OBRION,O
021.jpg,15,O
021.jpg,B53708,O
021.jpg,12,O
021.jpg,28.03,O
021.jpg,190.7,O
021.jpg,SIDEMARK:,O
021.jpg,OBRIAN,O
021.jpg,-SQ,O
021.jpg,YARDS-,O
021.jpg,83,O
027.jpg,   ,O
027.jpg,   ,O
027.jpg,  ,O
027.jpg, ,O
027.jpg,      ,O
027.jpg,  ,O
027.jpg,    ,O
027.jpg,  ,O
027.jpg,BILL,O
027.jpg,OF,O
027.jpg,LADING,O
027.jpg,     ,O
027.jpg,Date:,B-DATE
027.jpg,01/02/2020,I-DATE
027.jpg,  ,O
027.jpg, ,O
027.jpg,  ,O
027.jpg,   ,O
027.jpg,     ,O
027.jpg, ,O
027.jpg,   ,O
027.jpg,  ,O
027.jpg,    ,O
027.jpg,  ,O
027.jpg,  ,O
027.jpg, ,O
027.jpg, ,O
027.jpg,SHIP,O
027.jpg,FROM,O
027.jpg,Name,O
027.jpg,ENGINEERED,B-COMPANY_NAME
027.jpg,FLOORS,I-COMPANY_NAME
027.jpg,-,I-COMPANY_NAME
027.jpg,COMMERCIAL,I-COMPANY_NAME
027.jpg,Bill,O
027.jpg,of,O
027.jpg,lading,O
027.jpg,number:,O
027.jpg,3368,O
027.jpg,OLD,O
027.jpg,DIXIE,O
027.jpg,HWY,O
027.jpg,SE,O
027.jpg,Ok,O
027.jpg,1.00000100735722E+016,O
027.jpg,  ,O
027.jpg,  ,O
027.jpg, ,O
027.jpg, ,O
027.jpg,   ,O
